Time,Values[Absorbance_0.59],Values[Absorbance_1.53],Values[Absorbance_6.6],Values[Absorbance_500],[sGC{[NO]=0.59}],[6C-sGC-NO{[NO]=0.59}],[5C-sGC-NO{[NO]=0.59}],[NO{[NO]=0.59}],[sGC{[NO]=1.53}],[6C-sGC-NO{[NO]=1.53}],[5C-sGC-NO{[NO]=1.53}],[NO{[NO]=1.53}],[sGC{[NO]=6.6}],[6C-sGC-NO{[NO]=6.6}],[5C-sGC-NO{[NO]=6.6}],[NO{[NO]=6.6}],[sGC{[NO]=500}],[6C-sGC-NO{[NO]=500}],[5C-sGC-NO{[NO]=500}],[NO{[NO]=500}]
0.0402833,0.0352068,0.0309277,0.0303016,0.0216324,7.25407e-08,3.96431e-07,1.02858e-09,1.92541e-07,4.62977e-10,4.63578e-07,5.95877e-09,1.06046e-06,4.57811e-12,4.34063e-07,3.59323e-08,6.13e-06,8.00026e-17,6.18125e-10,4.69382e-07,0.00049953
0.0409333,0.0351261,0.030923,0.0302902,0.0216311,7.11546e-08,3.978e-07,1.04505e-09,1.91155e-07,4.18918e-10,4.63517e-07,6.06436e-09,1.06042e-06,4.57209e-12,4.33493e-07,3.65029e-08,6.13e-06,7.19105e-17,5.55603e-10,4.69444e-07,0.00049953
0.0415834,0.0350474,0.0309186,0.0302788,0.02163,6.98046e-08,3.99134e-07,1.06146e-09,1.89805e-07,3.79325e-10,4.63451e-07,6.16994e-09,1.06038e-06,4.56608e-12,4.32923e-07,3.70726e-08,6.13e-06,6.46407e-17,4.99435e-10,4.69501e-07,0.00049953
0.0422334,0.0349708,0.0309144,0.0302674,0.021629,6.84894e-08,4.00433e-07,1.07781e-09,1.88489e-07,3.43746e-10,4.63381e-07,6.2755e-09,1.06034e-06,4.56008e-12,4.32354e-07,3.76417e-08,6.13e-06,5.81095e-17,4.48974e-10,4.69551e-07,0.00049953
0.0428835,0.0348962,0.0309105,0.0302561,0.0216281,6.72079e-08,4.01698e-07,1.0941e-09,1.87208e-07,3.11772e-10,4.63307e-07,6.38104e-09,1.06031e-06,4.55409e-12,4.31785e-07,3.821e-08,6.13e-06,5.22421e-17,4.03641e-10,4.69596e-07,0.00049953
0.0435335,0.0348234,0.0309067,0.0302447,0.0216273,6.59588e-08,4.02931e-07,1.11033e-09,1.85959e-07,2.83038e-10,4.6323e-07,6.48655e-09,1.06028e-06,4.5481e-12,4.31218e-07,3.87775e-08,6.13e-06,4.69709e-17,3.62914e-10,4.69637e-07,0.00049953
0.0441836,0.0347525,0.0309031,0.0302334,0.0216265,6.47411e-08,4.04132e-07,1.12651e-09,1.84741e-07,2.57216e-10,4.63151e-07,6.59205e-09,1.06026e-06,4.54212e-12,4.30651e-07,3.93443e-08,6.13e-06,4.22353e-17,3.26326e-10,4.69674e-07,0.00049953
0.0448336,0.0346833,0.0308996,0.0302221,0.0216259,6.35535e-08,4.05304e-07,1.14263e-09,1.83554e-07,2.3401e-10,4.63068e-07,6.69752e-09,1.06023e-06,4.53615e-12,4.30085e-07,3.99103e-08,6.13e-06,3.7981e-17,2.93456e-10,4.69707e-07,0.00049953
0.0454836,0.0346157,0.0308963,0.0302108,0.0216253,6.23952e-08,4.06446e-07,1.15869e-09,1.82395e-07,2.13156e-10,4.62984e-07,6.80298e-09,1.06021e-06,4.53019e-12,4.2952e-07,4.04756e-08,6.13e-06,3.41589e-17,2.63926e-10,4.69736e-07,0.00049953
0.0461337,0.0345499,0.0308931,0.0301995,0.0216247,6.12652e-08,4.0756e-07,1.1747e-09,1.81265e-07,1.94414e-10,4.62897e-07,6.90841e-09,1.06019e-06,4.52424e-12,4.28955e-07,4.10402e-08,6.13e-06,3.07252e-17,2.37396e-10,4.69763e-07,0.00049953
0.0467837,0.0344856,0.03089,0.0301882,0.0216243,6.01624e-08,4.08647e-07,1.19065e-09,1.80162e-07,1.77571e-10,4.62809e-07,7.01382e-09,1.06018e-06,4.51829e-12,4.28392e-07,4.1604e-08,6.13e-06,2.76405e-17,2.13563e-10,4.69786e-07,0.00049953
0.0474338,0.0344229,0.030887,0.0301769,0.0216238,5.9086e-08,4.09707e-07,1.20655e-09,1.79086e-07,1.62434e-10,4.62718e-07,7.11921e-09,1.06016e-06,4.51235e-12,4.27828e-07,4.2167e-08,6.13e-06,2.48692e-17,1.92151e-10,4.69808e-07,0.00049953
0.0480838,0.0343616,0.0308841,0.0301657,0.0216235,5.80351e-08,4.10743e-07,1.22239e-09,1.78035e-07,1.4883e-10,4.62627e-07,7.22458e-09,1.06015e-06,4.50642e-12,4.27266e-07,4.27294e-08,6.13e-06,2.23795e-17,1.72915e-10,4.69827e-07,0.00049953
0.0487339,0.0343018,0.0308813,0.0301544,0.0216231,5.70089e-08,4.11753e-07,1.23819e-09,1.77009e-07,1.36604e-10,4.62533e-07,7.32992e-09,1.06014e-06,4.5005e-12,4.26705e-07,4.3291e-08,6.13e-06,2.01428e-17,1.55634e-10,4.69844e-07,0.00049953
0.0493839,0.0342433,0.0308786,0.0301432,0.0216228,5.60067e-08,4.12739e-07,1.25393e-09,1.76007e-07,1.25616e-10,4.62439e-07,7.43524e-09,1.06013e-06,4.49458e-12,4.26144e-07,4.38518e-08,6.13e-06,1.81334e-17,1.40109e-10,4.6986e-07,0.00049953
0.050034,0.0341862,0.0308759,0.030132,0.0216225,5.50276e-08,4.13703e-07,1.26962e-09,1.75028e-07,1.15741e-10,4.62344e-07,7.54054e-09,1.06012e-06,4.48868e-12,4.25584e-07,4.44119e-08,6.13e-06,1.63282e-17,1.26161e-10,4.69874e-07,0.00049953
0.050684,0.0341304,0.0308733,0.0301208,0.0216223,5.4071e-08,4.14644e-07,1.28526e-09,1.74071e-07,1.06866e-10,4.62247e-07,7.64582e-09,1.06011e-06,4.48278e-12,4.25024e-07,4.49713e-08,6.13e-06,1.47064e-17,1.13631e-10,4.69886e-07,0.00049953
0.0513341,0.0340759,0.0308707,0.0301097,0.021622,5.31361e-08,4.15563e-07,1.30086e-09,1.73136e-07,9.88893e-11,4.6215e-07,7.75107e-09,1.0601e-06,4.47688e-12,4.24466e-07,4.55299e-08,6.13e-06,1.32494e-17,1.02374e-10,4.69898e-07,0.00049953
0.0519841,0.0340226,0.0308682,0.0300985,0.0216218,5.22223e-08,4.16461e-07,1.3164e-09,1.72222e-07,9.17203e-11,4.62052e-07,7.8563e-09,1.06009e-06,4.471e-12,4.23908e-07,4.60878e-08,6.13e-06,1.19405e-17,9.22608e-11,4.69908e-07,0.00049953
0.0526342,0.0339704,0.0308657,0.0300874,0.0216217,5.13289e-08,4.17339e-07,1.3319e-09,1.71329e-07,8.5277e-11,4.61953e-07,7.96151e-09,1.06009e-06,4.46512e-12,4.23351e-07,4.6645e-08,6.13e-06,1.07645e-17,8.31754e-11,4.69917e-07,0.00049953
0.0532842,0.0339195,0.0308633,0.0300762,0.0216215,5.04553e-08,4.18197e-07,1.34735e-09,1.70455e-07,7.94858e-11,4.61854e-07,8.06669e-09,1.06008e-06,4.45925e-12,4.22794e-07,4.72015e-08,6.13e-06,9.70811e-18,7.50131e-11,4.69925e-07,0.00049953
0.0539343,0.0338696,0.0308609,0.0300651,0.0216214,4.9601e-08,4.19036e-07,1.36275e-09,1.69601e-07,7.42808e-11,4.61754e-07,8.17185e-09,1.06007e-06,4.45339e-12,4.22238e-07,4.77572e-08,6.13e-06,8.75903e-18,6.76803e-11,4.69932e-07,0.00049953
0.0545843,0.0338208,0.0308585,0.030054,0.0216212,4.87654e-08,4.19857e-07,1.37811e-09,1.68765e-07,6.96024e-11,4.61653e-07,8.27699e-09,1.06007e-06,4.44754e-12,4.21683e-07,4.83121e-08,6.13e-06,7.90639e-18,6.10926e-11,4.69939e-07,0.00049953
0.0552344,0.0337731,0.0308562,0.0300429,0.0216211,4.79479e-08,4.20659e-07,1.39342e-09,1.67948e-07,6.53974e-11,4.61552e-07,8.3821e-09,1.06007e-06,4.44169e-12,4.21129e-07,4.88664e-08,6.13e-06,7.14039e-18,5.51744e-11,4.69945e-07,0.00049953
0.0559537,0.0337215,0.0308536,0.0300307,0.021621,4.70636e-08,4.21526e-07,1.41032e-09,1.67064e-07,6.12381e-11,4.6144e-07,8.4984e-09,1.06006e-06,4.43523e-12,4.20517e-07,4.94789e-08,6.13e-06,6.38311e-18,4.93234e-11,4.69951e-07,0.00049953
0.0566731,0.0336711,0.030851,0.0300184,0.0216209,4.62003e-08,4.22373e-07,1.42716e-09,1.662e-07,5.75416e-11,4.61328e-07,8.61467e-09,1.06006e-06,4.42878e-12,4.19905e-07,5.00905e-08,6.13e-06,5.7105e-18,4.41267e-11,4.69956e-07,0.00049953
0.0573925,0.0336218,0.0308485,0.0300062,0.0216208,4.53572e-08,4.23199e-07,1.44395e-09,1.65357e-07,5.42565e-11,4.61215e-07,8.7309e-09,1.06005e-06,4.42234e-12,4.19294e-07,5.07012e-08,6.13e-06,5.11311e-18,3.95112e-11,4.6996e-07,0.00049953
0.0581118,0.0335737,0.030846,0.029994,0.0216207,4.45336e-08,4.24006e-07,1.46068e-09,1.64534e-07,5.13369e-11,4.61102e-07,8.84711e-09,1.06005e-06,4.41591e-12,4.18685e-07,5.1311e-08,6.13e-06,4.58253e-18,3.54117e-11,4.69965e-07,0.00049953
0.0588312,0.0335267,0.0308436,0.0299819,0.0216206,4.37291e-08,4.24794e-07,1.47737e-09,1.63729e-07,4.8742e-11,4.60988e-07,8.96329e-09,1.06005e-06,4.40949e-12,4.18076e-07,5.192e-08,6.13e-06,4.11127e-18,3.17707e-11,4.69968e-07,0.00049953
0.0595506,0.0334808,0.0308411,0.0299697,0.0216206,4.29429e-08,4.25563e-07,1.49401e-09,1.62943e-07,4.64356e-11,4.60874e-07,9.07944e-09,1.06005e-06,4.40307e-12,4.17468e-07,5.25281e-08,6.13e-06,3.69271e-18,2.85368e-11,4.69971e-07,0.00049953
0.0602699,0.0334359,0.0308387,0.0299576,0.0216205,4.21746e-08,4.26315e-07,1.5106e-09,1.62175e-07,4.43855e-11,4.6076e-07,9.19557e-09,1.06004e-06,4.39667e-12,4.1686e-07,5.31352e-08,6.13e-06,3.32096e-18,2.56646e-11,4.69974e-07,0.00049953
0.0609893,0.033392,0.0308362,0.0299454,0.0216205,4.14236e-08,4.27049e-07,1.52714e-09,1.61424e-07,4.25633e-11,4.60646e-07,9.31166e-09,1.06004e-06,4.39028e-12,4.16254e-07,5.37415e-08,6.13e-06,2.99078e-18,2.31135e-11,4.69977e-07,0.00049953
0.0617087,0.0333491,0.0308338,0.0299333,0.0216204,4.06894e-08,4.27767e-07,1.54363e-09,1.60689e-07,4.09434e-11,4.60531e-07,9.42772e-09,1.06004e-06,4.38389e-12,4.15649e-07,5.43469e-08,6.13e-06,2.69751e-18,2.08477e-11,4.69979e-07,0.00049953
0.062428,0.0333071,0.0308314,0.0299212,0.0216204,3.99715e-08,4.28468e-07,1.56008e-09,1.59972e-07,3.95033e-11,4.60417e-07,9.54376e-09,1.06004e-06,4.37751e-12,4.15044e-07,5.49514e-08,6.13e-06,2.43705e-18,1.88353e-11,4.69981e-07,0.00049953
0.0631474,0.0332661,0.030829,0.0299092,0.0216203,3.92695e-08,4.29154e-07,1.57648e-09,1.59269e-07,3.8223e-11,4.60302e-07,9.65976e-09,1.06004e-06,4.37115e-12,4.14441e-07,5.55551e-08,6.13e-06,2.20571e-18,1.70479e-11,4.69983e-07,0.00049953
0.0638668,0.0332259,0.0308266,0.0298971,0.0216203,3.85828e-08,4.29824e-07,1.59284e-09,1.58583e-07,3.70846e-11,4.60187e-07,9.77574e-09,1.06004e-06,4.36479e-12,4.13838e-07,5.61579e-08,6.13e-06,2.00023e-18,1.54603e-11,4.69985e-07,0.00049953
0.0646888,0.0331811,0.0308239,0.0298833,0.0216203,3.78164e-08,4.30572e-07,1.61148e-09,1.57816e-07,3.59374e-11,4.60056e-07,9.90823e-09,1.06004e-06,4.35754e-12,4.1315e-07,5.68456e-08,6.13e-06,1.79342e-18,1.38624e-11,4.69986e-07,0.00049953
0.0655108,0.0331374,0.0308212,0.0298696,0.0216202,3.70689e-08,4.31301e-07,1.63006e-09,1.57069e-07,3.49341e-11,4.59924e-07,1.00407e-08,1.06003e-06,4.3503e-12,4.12464e-07,5.75321e-08,6.13e-06,1.61282e-18,1.24671e-11,4.69988e-07,0.00049953
0.0663328,0.0330947,0.0308185,0.0298559,0.0216202,3.63396e-08,4.32012e-07,1.64858e-09,1.5634e-07,3.40566e-11,4.59793e-07,1.01731e-08,1.06003e-06,4.34307e-12,4.11778e-07,5.82175e-08,6.13e-06,1.4551e-18,1.12485e-11,4.69989e-07,0.00049953
0.0671548,0.0330531,0.0308158,0.0298422,0.0216202,3.5628e-08,4.32705e-07,1.66705e-09,1.55628e-07,3.32889e-11,4.59661e-07,1.03055e-08,1.06003e-06,4.33585e-12,4.11094e-07,5.89018e-08,6.13e-06,1.31737e-18,1.01844e-11,4.6999e-07,0.00049953
0.0679768,0.0330124,0.0308131,0.0298286,0.0216202,3.49336e-08,4.33381e-07,1.68547e-09,1.54934e-07,3.26172e-11,4.5953e-07,1.04378e-08,1.06003e-06,4.32865e-12,4.10411e-07,5.95849e-08,6.13e-06,1.19709e-18,9.25506e-12,4.69991e-07,0.00049953
0.0687988,0.0329728,0.0308105,0.0298149,0.0216202,3.42558e-08,4.3404e-07,1.70383e-09,1.54256e-07,3.20293e-11,4.59398e-07,1.05701e-08,1.06003e-06,4.32145e-12,4.09729e-07,6.02669e-08,6.13e-06,1.09205e-18,8.44353e-12,4.69992e-07,0.00049953
0.069717,0.0329295,0.0308075,0.0297997,0.0216202,3.35177e-08,4.34758e-07,1.72429e-09,1.53518e-07,3.14588e-11,4.59251e-07,1.07178e-08,1.06003e-06,4.31343e-12,4.08968e-07,6.10274e-08,6.13e-06,9.90386e-19,7.65802e-12,4.69992e-07,0.00049953
0.0706352,0.0328874,0.0308045,0.0297845,0.0216201,3.27989e-08,4.35456e-07,1.74468e-09,1.52799e-07,3.0967e-11,4.59104e-07,1.08655e-08,1.06003e-06,4.30543e-12,4.08209e-07,6.17864e-08,6.13e-06,9.02999e-19,6.98285e-12,4.69993e-07,0.00049953
0.0715534,0.0328464,0.0308015,0.0297694,0.0216201,3.20989e-08,4.36136e-07,1.76501e-09,1.52099e-07,3.05428e-11,4.58956e-07,1.10132e-08,1.06003e-06,4.29744e-12,4.07452e-07,6.25441e-08,6.13e-06,8.27887e-19,6.40251e-12,4.69994e-07,0.00049953
0.0724716,0.0328065,0.0307985,0.0297542,0.0216201,3.14171e-08,4.36798e-07,1.78527e-09,1.51417e-07,3.01767e-11,4.58809e-07,1.11607e-08,1.06003e-06,4.28946e-12,4.06695e-07,6.33003e-08,6.13e-06,7.63324e-19,5.90369e-12,4.69994e-07,0.00049953
0.0733898,0.0327675,0.0307956,0.0297391,0.0216201,3.07527e-08,4.37442e-07,1.80548e-09,1.50753e-07,2.98607e-11,4.58662e-07,1.13083e-08,1.06003e-06,4.2815e-12,4.05941e-07,6.40551e-08,6.13e-06,7.0783e-19,5.47493e-12,4.69995e-07,0.00049953
0.074308,0.0327296,0.0307926,0.0297241,0.0216201,3.01053e-08,4.38069e-07,1.82564e-09,1.50105e-07,2.95876e-11,4.58515e-07,1.14558e-08,1.06003e-06,4.27355e-12,4.05187e-07,6.48086e-08,6.13e-06,6.6013e-19,5.10639e-12,4.69995e-07,0.00049953
0.0753518,0.0326876,0.0307892,0.029707,0.0216201,2.93892e-08,4.38762e-07,1.84848e-09,1.49389e-07,2.93218e-11,4.58347e-07,1.16234e-08,1.06003e-06,4.26454e-12,4.04332e-07,6.56634e-08,6.13e-06,6.13989e-19,4.74989e-12,4.69995e-07,0.00049953
0.0763956,0.0326468,0.0307859,0.0296899,0.0216201,2.86935e-08,4.39435e-07,1.87125e-09,1.48694e-07,2.90963e-11,4.5818e-07,1.1791e-08,1.06003e-06,4.25554e-12,4.03479e-07,6.65164e-08,6.13e-06,5.75142e-19,4.44975e-12,4.69996e-07,0.00049953
0.0774394,0.0326071,0.0307825,0.0296729,0.0216201,2.80176e-08,4.40088e-07,1.89395e-09,1.48018e-07,2.89048e-11,4.58013e-07,1.19585e-08,1.06003e-06,4.24656e-12,4.02628e-07,6.73676e-08,6.13e-06,5.42435e-19,4.19705e-12,4.69996e-07,0.00049953
0.0784833,0.0325686,0.0307791,0.0296559,0.0216201,2.73606e-08,4.40723e-07,1.91658e-09,1.47361e-07,2.87418e-11,4.57845e-07,1.21259e-08,1.06003e-06,4.2376e-12,4.01779e-07,6.8217e-08,6.13e-06,5.14898e-19,3.98429e-12,4.69996e-07,0.00049953
0.0795271,0.0325311,0.0307758,0.029639,0.0216201,2.67219e-08,4.41339e-07,1.93915e-09,1.46722e-07,2.86029e-11,4.57678e-07,1.22933e-08,1.06003e-06,4.22866e-12,4.00931e-07,6.90646e-08,6.13e-06,4.91715e-19,3.80517e-12,4.69996e-07,0.00049953
0.0805709,0.0324946,0.0307724,0.029622,0.0216201,2.61009e-08,4.41937e-07,1.96165e-09,1.46101e-07,2.84843e-11,4.57511e-07,1.24606e-08,1.06003e-06,4.21974e-12,4.00085e-07,6.99105e-08,6.13e-06,4.72196e-19,3.65436e-12,4.69996e-07,0.00049953
0.081784,0.0324535,0.0307685,0.0296024,0.0216201,2.54006e-08,4.42612e-07,1.98772e-09,1.45401e-07,2.83677e-11,4.57317e-07,1.26549e-08,1.06003e-06,4.2094e-12,3.99105e-07,7.08912e-08,6.13e-06,4.53354e-19,3.50879e-12,4.69996e-07,0.00049953
0.0829971,0.0324136,0.0307647,0.0295829,0.0216201,2.47224e-08,4.43264e-07,2.01371e-09,1.44722e-07,2.82701e-11,4.57123e-07,1.28492e-08,1.06003e-06,4.19908e-12,3.98126e-07,7.18696e-08,6.13e-06,4.37927e-19,3.3896e-12,4.69997e-07,0.00049953
0.0842103,0.032375,0.0307608,0.0295633,0.0216201,2.40655e-08,4.43895e-07,2.03962e-09,1.44066e-07,2.81879e-11,4.56928e-07,1.30434e-08,1.06003e-06,4.18879e-12,3.9715e-07,7.28456e-08,6.13e-06,4.25297e-19,3.29201e-12,4.69997e-07,0.00049953
0.0854234,0.0323376,0.0307569,0.0295439,0.0216201,2.34291e-08,4.44505e-07,2.06545e-09,1.43429e-07,2.81185e-11,4.56734e-07,1.32376e-08,1.06003e-06,4.17852e-12,3.96177e-07,7.38191e-08,6.13e-06,4.14955e-19,3.21211e-12,4.69997e-07,0.00049953
0.0866365,0.0323013,0.030753,0.0295244,0.0216201,2.28123e-08,4.45096e-07,2.0912e-09,1.42812e-07,2.80595e-11,4.5654e-07,1.34316e-08,1.06003e-06,4.16827e-12,3.95206e-07,7.47903e-08,6.13e-06,4.06488e-19,3.14669e-12,4.69997e-07,0.00049953
0.0878496,0.0322661,0.0307491,0.0295051,0.0216201,2.22145e-08,4.45669e-07,2.11688e-09,1.42214e-07,2.8009e-11,4.56346e-07,1.36256e-08,1.06003e-06,4.15806e-12,3.94237e-07,7.57591e-08,6.13e-06,3.99554e-19,3.09312e-12,4.69997e-07,0.00049953
0.0893177,0.0322249,0.0307444,0.0294817,0.0216201,2.15152e-08,4.46337e-07,2.14785e-09,1.41515e-07,2.79572e-11,4.56112e-07,1.38602e-08,1.06003e-06,4.14572e-12,3.93067e-07,7.69284e-08,6.13e-06,3.92824e-19,3.04112e-12,4.69997e-07,0.00049953
0.0907858,0.0321852,0.0307397,0.0294584,0.0216201,2.08415e-08,4.4698e-07,2.17873e-09,1.40842e-07,2.79134e-11,4.55877e-07,1.40947e-08,1.06003e-06,4.13343e-12,3.91902e-07,7.80941e-08,6.13e-06,3.8754e-19,3.00029e-12,4.69997e-07,0.00049953
0.0922539,0.032147,0.030735,0.0294351,0.0216201,2.01921e-08,4.47598e-07,2.2095e-09,1.40192e-07,2.78759e-11,4.55643e-07,1.4329e-08,1.06003e-06,4.12117e-12,3.90739e-07,7.92564e-08,6.13e-06,3.83391e-19,2.96824e-12,4.69997e-07,0.00049953
0.0937219,0.03211,0.0307303,0.0294119,0.0216201,1.9566e-08,4.48194e-07,2.24018e-09,1.39566e-07,2.78434e-11,4.55409e-07,1.45633e-08,1.06003e-06,4.10895e-12,3.89581e-07,8.04153e-08,6.13e-06,3.80134e-19,2.94307e-12,4.69997e-07,0.00049953
0.09519,0.0320744,0.0307257,0.0293888,0.0216201,1.89622e-08,4.48767e-07,2.27076e-09,1.38962e-07,2.78148e-11,4.55175e-07,1.47974e-08,1.06003e-06,4.09676e-12,3.88425e-07,8.15707e-08,6.13e-06,3.77577e-19,2.92332e-12,4.69997e-07,0.00049953
0.0966581,0.03204,0.030721,0.0293658,0.0216201,1.83797e-08,4.49319e-07,2.30125e-09,1.3838e-07,2.77893e-11,4.54941e-07,1.50314e-08,1.06003e-06,4.08461e-12,3.87273e-07,8.27227e-08,6.13e-06,3.75569e-19,2.9078e-12,4.69997e-07,0.00049953
0.0984856,0.0319988,0.0307152,0.0293372,0.0216201,1.7683e-08,4.49978e-07,2.33909e-09,1.37683e-07,2.77609e-11,4.5465e-07,1.53225e-08,1.06003e-06,4.06954e-12,3.85844e-07,8.4152e-08,6.13e-06,3.73662e-19,2.89307e-12,4.69997e-07,0.00049953
0.100313,0.0319594,0.0307093,0.0293087,0.0216201,1.70163e-08,4.50607e-07,2.3768e-09,1.37016e-07,2.77352e-11,4.54359e-07,1.56135e-08,1.06003e-06,4.05452e-12,3.8442e-07,8.5576e-08,6.13e-06,3.72252e-19,2.88218e-12,4.69997e-07,0.00049953
0.102141,0.0319216,0.0307035,0.0292803,0.0216201,1.6378e-08,4.51208e-07,2.41438e-09,1.36378e-07,2.77116e-11,4.54068e-07,1.59042e-08,1.06003e-06,4.03955e-12,3.83001e-07,8.69947e-08,6.13e-06,3.71208e-19,2.87411e-12,4.69997e-07,0.00049953
0.103968,0.0318854,0.0306977,0.0292521,0.0216201,1.57669e-08,4.51781e-07,2.45184e-09,1.35767e-07,2.76895e-11,4.53777e-07,1.61948e-08,1.06003e-06,4.02465e-12,3.81588e-07,8.84083e-08,6.13e-06,3.70438e-19,2.86814e-12,4.69997e-07,0.00049953
0.105796,0.0318507,0.0306919,0.0292239,0.0216201,1.51814e-08,4.52329e-07,2.48918e-09,1.35181e-07,2.76686e-11,4.53487e-07,1.64852e-08,1.06003e-06,4.00979e-12,3.80179e-07,8.98166e-08,6.13e-06,3.69857e-19,2.86372e-12,4.69997e-07,0.00049953
0.107623,0.0318174,0.0306861,0.0291958,0.0216201,1.46203e-08,4.52853e-07,2.52641e-09,1.3462e-07,2.76485e-11,4.53197e-07,1.67754e-08,1.06003e-06,3.99499e-12,3.78776e-07,9.12197e-08,6.13e-06,3.69462e-19,2.86045e-12,4.69997e-07,0.00049953
0.11007,0.031775,0.0306783,0.0291584,0.0216201,1.39054e-08,4.53518e-07,2.57608e-09,1.33905e-07,2.76226e-11,4.52809e-07,1.71636e-08,1.06003e-06,3.97527e-12,3.76906e-07,9.30897e-08,6.13e-06,3.69042e-19,2.85737e-12,4.69997e-07,0.00049953
0.112516,0.0317348,0.0306706,0.0291212,0.0216201,1.32296e-08,4.54145e-07,2.62556e-09,1.3323e-07,2.75974e-11,4.52421e-07,1.75514e-08,1.06003e-06,3.95564e-12,3.75046e-07,9.49505e-08,6.13e-06,3.68774e-19,2.85531e-12,4.69997e-07,0.00049953
0.114962,0.0316967,0.0306628,0.0290842,0.0216201,1.25902e-08,4.54735e-07,2.67487e-09,1.3259e-07,2.75728e-11,4.52034e-07,1.79389e-08,1.06003e-06,3.93612e-12,3.73194e-07,9.68021e-08,6.13e-06,3.68597e-19,2.85393e-12,4.69997e-07,0.00049953
0.117409,0.0316607,0.0306551,0.0290473,0.0216201,1.19851e-08,4.55291e-07,2.72401e-09,1.31985e-07,2.75485e-11,4.51646e-07,1.83261e-08,1.06003e-06,3.91668e-12,3.71351e-07,9.86446e-08,6.13e-06,3.68477e-19,2.85301e-12,4.69997e-07,0.00049953
0.119855,0.0316264,0.0306473,0.0290107,0.0216201,1.14122e-08,4.55815e-07,2.773e-09,1.31412e-07,2.75245e-11,4.5126e-07,1.87129e-08,1.06003e-06,3.89735e-12,3.69518e-07,1.00478e-07,6.13e-06,3.68397e-19,2.85239e-12,4.69997e-07,0.00049953
0.122301,0.031594,0.0306396,0.0289742,0.0216201,1.08695e-08,4.56309e-07,2.82183e-09,1.30869e-07,2.75006e-11,4.50873e-07,1.90994e-08,1.06003e-06,3.87811e-12,3.67694e-07,1.02302e-07,6.13e-06,3.68343e-19,2.85198e-12,4.69997e-07,0.00049953
0.125803,0.0315504,0.0306286,0.0289223,0.0216201,1.01417e-08,4.56967e-07,2.89148e-09,1.30142e-07,2.74666e-11,4.5032e-07,1.96521e-08,1.06003e-06,3.85073e-12,3.65098e-07,1.04898e-07,6.13e-06,3.68297e-19,2.85162e-12,4.69997e-07,0.00049953
0.129305,0.0315099,0.0306175,0.0288707,0.0216201,9.46727e-09,4.57572e-07,2.96085e-09,1.29467e-07,2.74328e-11,4.49769e-07,2.0204e-08,1.06003e-06,3.82355e-12,3.62521e-07,1.07475e-07,6.13e-06,3.68271e-19,2.85141e-12,4.69997e-07,0.00049953
0.132806,0.0314722,0.0306065,0.0288195,0.0216201,8.84187e-09,4.58128e-07,3.02997e-09,1.28842e-07,2.73991e-11,4.49217e-07,2.07553e-08,1.06003e-06,3.79656e-12,3.59962e-07,1.10034e-07,6.13e-06,3.68256e-19,2.8513e-12,4.69997e-07,0.00049953
0.136308,0.0314372,0.0305955,0.0287687,0.0216201,8.26152e-09,4.5864e-07,3.09885e-09,1.28262e-07,2.73655e-11,4.48667e-07,2.1306e-08,1.06003e-06,3.76976e-12,3.57421e-07,1.12575e-07,6.13e-06,3.68247e-19,2.85123e-12,4.69997e-07,0.00049953
0.139809,0.0314046,0.0305845,0.0287183,0.0216201,7.72263e-09,4.5911e-07,3.16751e-09,1.27723e-07,2.73319e-11,4.48117e-07,2.18559e-08,1.06003e-06,3.74315e-12,3.54898e-07,1.15098e-07,6.13e-06,3.68242e-19,2.85119e-12,4.69997e-07,0.00049953
0.143311,0.0313742,0.0305735,0.0286682,0.0216201,7.22196e-09,4.59542e-07,3.23596e-09,1.27222e-07,2.72984e-11,4.47568e-07,2.24051e-08,1.06003e-06,3.71673e-12,3.52393e-07,1.17603e-07,6.13e-06,3.68239e-19,2.85117e-12,4.69997e-07,0.00049953
0.147467,0.0313407,0.0305605,0.0286091,0.0216201,6.67323e-09,4.6001e-07,3.31695e-09,1.26673e-07,2.72587e-11,4.46917e-07,2.30562e-08,1.06003e-06,3.68561e-12,3.49443e-07,1.20554e-07,6.13e-06,3.68237e-19,2.85116e-12,4.69997e-07,0.00049953
0.151623,0.0313099,0.0305475,0.0285506,0.0216201,6.1697e-09,4.60433e-07,3.39769e-09,1.2617e-07,2.7219e-11,4.46266e-07,2.37063e-08,1.06003e-06,3.65475e-12,3.46517e-07,1.2348e-07,6.13e-06,3.68236e-19,2.85115e-12,4.69997e-07,0.00049953
0.155779,0.0312815,0.0305345,0.0284926,0.0216201,5.70733e-09,4.60814e-07,3.47819e-09,1.25707e-07,2.71794e-11,4.45617e-07,2.43554e-08,1.06003e-06,3.62415e-12,3.43616e-07,1.26381e-07,6.13e-06,3.68236e-19,2.85115e-12,4.69997e-07,0.00049953
0.159935,0.0312552,0.0305215,0.0284351,0.0216201,5.28251e-09,4.61159e-07,3.55848e-09,1.25283e-07,2.71399e-11,4.44969e-07,2.50036e-08,1.06003e-06,3.59381e-12,3.40739e-07,1.29258e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
