Time,Values[Absorbance_0.59],Values[Absorbance_1.53],Values[Absorbance_6.6],Values[Absorbance_500],[sGC{[NO]=0.59}],[6C-sGC-NO{[NO]=0.59}],[5C-sGC-NO{[NO]=0.59}],[NO{[NO]=0.59}],[sGC{[NO]=1.53}],[6C-sGC-NO{[NO]=1.53}],[5C-sGC-NO{[NO]=1.53}],[NO{[NO]=1.53}],[sGC{[NO]=6.6}],[6C-sGC-NO{[NO]=6.6}],[5C-sGC-NO{[NO]=6.6}],[NO{[NO]=6.6}],[sGC{[NO]=500}],[6C-sGC-NO{[NO]=500}],[5C-sGC-NO{[NO]=500}],[NO{[NO]=500}]
0.164091,0.031231,0.0305086,0.028378,0.0216201,4.89197e-09,4.61469e-07,3.63856e-09,1.24892e-07,2.71004e-11,4.44322e-07,2.56509e-08,1.06003e-06,3.56372e-12,3.37886e-07,1.32111e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.168247,0.0312085,0.0304956,0.0283214,0.0216201,4.53277e-09,4.61749e-07,3.71846e-09,1.24533e-07,2.7061e-11,4.43676e-07,2.62972e-08,1.06003e-06,3.53388e-12,3.35057e-07,1.3494e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.172403,0.0311878,0.0304827,0.0282653,0.0216201,4.20225e-09,4.62e-07,3.79818e-09,1.24202e-07,2.70216e-11,4.4303e-07,2.69426e-08,1.06003e-06,3.50429e-12,3.32252e-07,1.37745e-07,6.13e-06,3.68236e-19,2.85114e-12,4.69997e-07,0.00049953
0.176559,0.0311685,0.0304698,0.0282097,0.0216201,3.89797e-09,4.62224e-07,3.87775e-09,1.23898e-07,2.69823e-11,4.42386e-07,2.7587e-08,1.06003e-06,3.47495e-12,3.2947e-07,1.40527e-07,6.13e-06,3.68232e-19,2.85114e-12,4.69997e-07,0.00049953
0.180715,0.0311507,0.030457,0.0281545,0.0216201,3.61775e-09,4.62425e-07,3.95716e-09,1.23618e-07,2.69431e-11,4.41743e-07,2.82305e-08,1.06003e-06,3.44586e-12,3.26712e-07,1.43285e-07,6.13e-06,3.68243e-19,2.85114e-12,4.69997e-07,0.00049953
0.185381,0.0311322,0.0304425,0.0280931,0.0216201,3.32934e-09,4.62624e-07,4.04616e-09,1.23329e-07,2.68991e-11,4.41021e-07,2.89518e-08,1.06003e-06,3.41349e-12,3.23642e-07,1.46354e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.190047,0.0311151,0.0304281,0.0280323,0.0216201,3.06619e-09,4.62799e-07,4.13499e-09,1.23066e-07,2.68552e-11,4.40301e-07,2.9672e-08,1.06003e-06,3.38142e-12,3.20602e-07,1.49395e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.194713,0.0310994,0.0304137,0.0279721,0.0216201,2.82599e-09,4.6295e-07,4.22368e-09,1.22826e-07,2.68113e-11,4.39582e-07,3.03909e-08,1.06003e-06,3.34965e-12,3.1759e-07,1.52407e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.199379,0.0310849,0.0303994,0.0279124,0.0216201,2.60667e-09,4.63081e-07,4.31223e-09,1.22607e-07,2.67676e-11,4.38865e-07,3.11087e-08,1.06003e-06,3.31819e-12,3.14606e-07,1.5539e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.204045,0.0310716,0.030385,0.0278533,0.0216201,2.40633e-09,4.63193e-07,4.40065e-09,1.22406e-07,2.67238e-11,4.38148e-07,3.18253e-08,1.06003e-06,3.28701e-12,3.11651e-07,1.58346e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.208711,0.0310592,0.0303707,0.0277947,0.0216201,2.2233e-09,4.63288e-07,4.48895e-09,1.22223e-07,2.66802e-11,4.37433e-07,3.25407e-08,1.06003e-06,3.25614e-12,3.08723e-07,1.61274e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.213377,0.0310477,0.0303564,0.0277367,0.0216201,2.05602e-09,4.63367e-07,4.57715e-09,1.22056e-07,2.66367e-11,4.36718e-07,3.3255e-08,1.06003e-06,3.22555e-12,3.05823e-07,1.64174e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.218043,0.0310371,0.0303422,0.0276793,0.0216201,1.90311e-09,4.63432e-07,4.66524e-09,1.21903e-07,2.65932e-11,4.36005e-07,3.39681e-08,1.06003e-06,3.19525e-12,3.0295e-07,1.67047e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.222709,0.0310272,0.0303279,0.0276223,0.0216201,1.7633e-09,4.63483e-07,4.75325e-09,1.21763e-07,2.65497e-11,4.35293e-07,3.468e-08,1.06003e-06,3.16523e-12,3.00104e-07,1.69893e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.227922,0.031017,0.0303121,0.0275594,0.0216201,1.62119e-09,4.63527e-07,4.85146e-09,1.21621e-07,2.65013e-11,4.345e-07,3.5474e-08,1.06003e-06,3.13203e-12,2.96956e-07,1.73041e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.233135,0.0310076,0.0302962,0.0274971,0.0216201,1.49255e-09,4.63558e-07,4.94957e-09,1.21493e-07,2.6453e-11,4.33707e-07,3.62665e-08,1.06003e-06,3.09918e-12,2.93842e-07,1.76155e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.238348,0.0309989,0.0302804,0.0274354,0.0216201,1.37608e-09,4.63576e-07,5.04759e-09,1.21376e-07,2.64047e-11,4.32916e-07,3.70576e-08,1.06003e-06,3.06667e-12,2.90759e-07,1.79238e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.24356,0.0309908,0.0302646,0.0273744,0.0216201,1.2706e-09,4.63584e-07,5.14552e-09,1.21271e-07,2.63566e-11,4.32126e-07,3.78472e-08,1.06003e-06,3.0345e-12,2.8771e-07,1.82287e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.248773,0.0309833,0.0302488,0.0273141,0.0216201,1.17507e-09,4.63582e-07,5.24337e-09,1.21175e-07,2.63085e-11,4.31338e-07,3.86354e-08,1.06003e-06,3.00268e-12,2.84692e-07,1.85305e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.253986,0.0309763,0.0302331,0.0272544,0.0216201,1.08854e-09,4.6357e-07,5.34115e-09,1.21089e-07,2.62605e-11,4.30552e-07,3.94221e-08,1.06003e-06,2.97118e-12,2.81706e-07,1.88291e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.259199,0.0309698,0.0302174,0.0271953,0.0216201,1.01013e-09,4.63551e-07,5.43886e-09,1.2101e-07,2.62126e-11,4.29766e-07,4.02075e-08,1.06003e-06,2.94002e-12,2.78751e-07,1.91246e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.264412,0.0309637,0.0302017,0.0271368,0.0216201,9.3909e-10,4.63524e-07,5.5365e-09,1.20939e-07,2.61648e-11,4.28983e-07,4.09913e-08,1.06003e-06,2.90918e-12,2.75828e-07,1.9417e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.269624,0.0309581,0.030186,0.0270789,0.0216201,8.74708e-10,4.63491e-07,5.63408e-09,1.20875e-07,2.61171e-11,4.282e-07,4.17738e-08,1.06003e-06,2.87867e-12,2.72935e-07,1.97063e-07,6.13e-06,3.68236e-19,2.85114e-12,4.69997e-07,0.00049953
0.274837,0.0309527,0.0301704,0.0270217,0.0216201,8.16356e-10,4.63452e-07,5.73161e-09,1.20816e-07,2.60695e-11,4.27419e-07,4.25548e-08,1.06003e-06,2.84848e-12,2.70072e-07,1.99925e-07,6.13e-06,3.68234e-19,2.85114e-12,4.69997e-07,0.00049953
0.28005,0.0309477,0.0301548,0.026965,0.0216201,7.63463e-10,4.63407e-07,5.82908e-09,1.20763e-07,2.60219e-11,4.2664e-07,4.33343e-08,1.06003e-06,2.8186e-12,2.67239e-07,2.02758e-07,6.13e-06,3.68237e-19,2.85114e-12,4.69997e-07,0.00049953
0.285263,0.030943,0.0301393,0.0269089,0.0216201,7.15516e-10,4.63358e-07,5.9265e-09,1.20716e-07,2.59745e-11,4.25862e-07,4.41125e-08,1.06003e-06,2.78904e-12,2.64437e-07,2.05561e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.291175,0.0309379,0.0301216,0.0268461,0.0216201,6.66531e-10,4.63297e-07,6.03694e-09,1.20667e-07,2.59208e-11,4.24981e-07,4.49933e-08,1.06003e-06,2.75589e-12,2.61293e-07,2.08704e-07,6.13e-06,3.68234e-19,2.85114e-12,4.69997e-07,0.00049953
0.297088,0.0309332,0.0301041,0.026784,0.0216201,6.22697e-10,4.6323e-07,6.14732e-09,1.20623e-07,2.58671e-11,4.24102e-07,4.58723e-08,1.06003e-06,2.72313e-12,2.58187e-07,2.1181e-07,6.13e-06,3.68229e-19,2.85114e-12,4.69997e-07,0.00049953
0.303,0.0309287,0.0300865,0.0267226,0.0216201,5.8347e-10,4.63159e-07,6.25764e-09,1.20583e-07,2.58137e-11,4.23225e-07,4.67495e-08,1.06003e-06,2.69076e-12,2.55118e-07,2.14879e-07,6.13e-06,3.6824e-19,2.85114e-12,4.69997e-07,0.00049953
0.308912,0.0309244,0.030069,0.0266619,0.0216201,5.4836e-10,4.63084e-07,6.36791e-09,1.20548e-07,2.57603e-11,4.22349e-07,4.76249e-08,1.06003e-06,2.65877e-12,2.52086e-07,2.17912e-07,6.13e-06,3.68222e-19,2.85114e-12,4.69997e-07,0.00049953
0.314824,0.0309204,0.0300515,0.026602,0.0216201,5.16935e-10,4.63005e-07,6.47813e-09,1.20517e-07,2.5707e-11,4.21476e-07,4.84984e-08,1.06003e-06,2.62717e-12,2.49089e-07,2.20908e-07,6.13e-06,3.68268e-19,2.85114e-12,4.69997e-07,0.00049953
0.320737,0.0309166,0.0300341,0.0265428,0.0216201,4.88804e-10,4.62923e-07,6.58831e-09,1.20489e-07,2.56538e-11,4.20604e-07,4.93702e-08,1.06003e-06,2.59594e-12,2.46129e-07,2.23869e-07,6.13e-06,3.68159e-19,2.85114e-12,4.69997e-07,0.00049953
0.326649,0.0309129,0.0300167,0.0264843,0.0216201,4.6362e-10,4.62838e-07,6.69844e-09,1.20464e-07,2.56008e-11,4.19734e-07,5.02401e-08,1.06003e-06,2.56509e-12,2.43203e-07,2.26794e-07,6.13e-06,3.6841e-19,2.85114e-12,4.69997e-07,0.00049953
0.332561,0.0309094,0.0299993,0.0264264,0.0216201,4.41073e-10,4.6275e-07,6.80853e-09,1.20441e-07,2.55478e-11,4.18866e-07,5.11082e-08,1.06003e-06,2.5346e-12,2.40312e-07,2.29685e-07,6.13e-06,3.67828e-19,2.85114e-12,4.69997e-07,0.00049953
0.338474,0.030906,0.029982,0.0263693,0.0216201,4.20886e-10,4.62661e-07,6.91858e-09,1.20421e-07,2.5495e-11,4.18e-07,5.19745e-08,1.06003e-06,2.50447e-12,2.37456e-07,2.32541e-07,6.13e-06,3.69182e-19,2.85114e-12,4.69997e-07,0.00049953
0.344386,0.0309028,0.0299647,0.0263129,0.0216201,4.0281e-10,4.62569e-07,7.02859e-09,1.20403e-07,2.54423e-11,4.17136e-07,5.28391e-08,1.06003e-06,2.47471e-12,2.34634e-07,2.35364e-07,6.13e-06,3.66036e-19,2.85114e-12,4.69997e-07,0.00049953
0.350298,0.0308997,0.0299474,0.0262571,0.0216201,3.86623e-10,4.62475e-07,7.13856e-09,1.20387e-07,2.53896e-11,4.16273e-07,5.37018e-08,1.06003e-06,2.44529e-12,2.31845e-07,2.38153e-07,6.13e-06,3.73347e-19,2.85114e-12,4.69997e-07,0.00049953
0.35621,0.0308966,0.0299302,0.026202,0.0216201,3.72127e-10,4.62379e-07,7.24849e-09,1.20372e-07,2.53371e-11,4.15412e-07,5.45627e-08,1.06003e-06,2.41623e-12,2.29089e-07,2.40908e-07,6.13e-06,3.5635e-19,2.85114e-12,4.69997e-07,0.00049953
0.362986,0.0308932,0.0299105,0.0261396,0.0216201,3.57365e-10,4.62268e-07,7.37443e-09,1.20357e-07,2.52771e-11,4.14428e-07,5.55472e-08,1.06003e-06,2.38335e-12,2.25972e-07,2.44026e-07,6.13e-06,4.48611e-19,2.85114e-12,4.69997e-07,0.00049953
0.369761,0.03089,0.0298909,0.0260781,0.0216201,3.44353e-10,4.62155e-07,7.50032e-09,1.20344e-07,2.52172e-11,4.13446e-07,5.65293e-08,1.06003e-06,2.35091e-12,2.22897e-07,2.47101e-07,6.13e-06,4.38385e-19,2.85114e-12,4.69997e-07,0.00049953
0.376537,0.0308868,0.0298713,0.0260174,0.0216201,3.32883e-10,4.62041e-07,7.62617e-09,1.20333e-07,2.51574e-11,4.12466e-07,5.7509e-08,1.06003e-06,2.31892e-12,2.19863e-07,2.50134e-07,6.13e-06,2.71e-19,2.85114e-12,4.69997e-07,0.00049953
0.383312,0.0308837,0.0298517,0.0259576,0.0216201,3.22771e-10,4.61925e-07,7.75198e-09,1.20323e-07,2.50978e-11,4.11488e-07,5.84865e-08,1.06003e-06,2.28736e-12,2.16871e-07,2.53126e-07,6.13e-06,3.8279e-19,2.85114e-12,4.69997e-07,0.00049953
0.390088,0.0308806,0.0298322,0.0258986,0.0216201,3.13856e-10,4.61808e-07,7.87774e-09,1.20314e-07,2.50384e-11,4.10513e-07,5.94616e-08,1.06003e-06,2.25624e-12,2.1392e-07,2.56078e-07,6.13e-06,3.25393e-19,2.85114e-12,4.69997e-07,0.00049953
0.395659,0.0308782,0.0298162,0.0258506,0.0216201,3.07319e-10,4.61712e-07,7.98112e-09,1.20307e-07,2.49896e-11,4.09713e-07,6.02617e-08,1.06002e-06,2.23096e-12,2.11524e-07,2.58474e-07,6.13e-06,3.57023e-19,2.85114e-12,4.69997e-07,0.00049953
0.400351,0.0308762,0.0298028,0.0258107,0.0216201,3.02315e-10,4.6163e-07,8.06817e-09,1.20302e-07,2.49486e-11,4.09041e-07,6.09342e-08,1.06002e-06,2.20989e-12,2.09526e-07,2.60471e-07,6.13e-06,3.69098e-19,2.85114e-12,4.69997e-07,0.00049953
0.405043,0.0308742,0.0297893,0.0257711,0.0216201,2.97727e-10,4.61547e-07,8.15519e-09,1.20298e-07,2.49076e-11,4.08369e-07,6.16057e-08,1.06002e-06,2.18903e-12,2.07548e-07,2.6245e-07,6.13e-06,3.67898e-19,2.85114e-12,4.69997e-07,0.00049953
0.409735,0.0308722,0.0297759,0.0257319,0.0216201,2.9352e-10,4.61464e-07,8.24219e-09,1.20294e-07,2.48667e-11,4.07699e-07,6.22761e-08,1.06002e-06,2.16836e-12,2.05588e-07,2.6441e-07,6.13e-06,3.68236e-19,2.85114e-12,4.69997e-07,0.00049953
0.414427,0.0308702,0.0297625,0.0256931,0.0216201,2.89663e-10,4.61381e-07,8.32918e-09,1.2029e-07,2.48259e-11,4.0703e-07,6.29453e-08,1.06002e-06,2.14788e-12,2.03647e-07,2.66351e-07,6.13e-06,3.68249e-19,2.85114e-12,4.69997e-07,0.00049953
0.419119,0.0308683,0.0297492,0.0256546,0.0216201,2.86126e-10,4.61298e-07,8.41614e-09,1.20286e-07,2.47851e-11,4.06362e-07,6.36135e-08,1.06002e-06,2.1276e-12,2.01724e-07,2.68274e-07,6.13e-06,3.68233e-19,2.85114e-12,4.69997e-07,0.00049953
0.427617,0.0308648,0.029725,0.0255859,0.0216201,2.8045e-10,4.61146e-07,8.57361e-09,1.2028e-07,2.47115e-11,4.05154e-07,6.48209e-08,1.06002e-06,2.09135e-12,1.98287e-07,2.71711e-07,6.13e-06,3.6822e-19,2.85114e-12,4.69997e-07,0.00049953
0.436115,0.0308614,0.0297009,0.0255183,0.0216201,2.75595e-10,4.60993e-07,8.73101e-09,1.20276e-07,2.46381e-11,4.03951e-07,6.60246e-08,1.06002e-06,2.05572e-12,1.94909e-07,2.75089e-07,6.13e-06,3.68184e-19,2.85114e-12,4.69997e-07,0.00049953
0.444613,0.030858,0.0296769,0.0254519,0.0216201,2.71441e-10,4.6084e-07,8.88836e-09,1.20271e-07,2.45649e-11,4.02751e-07,6.72248e-08,1.06002e-06,2.0207e-12,1.91589e-07,2.78409e-07,6.13e-06,3.68211e-19,2.85114e-12,4.69997e-07,0.00049953
0.4513,0.0308553,0.0296581,0.0254005,0.0216201,2.68597e-10,4.60719e-07,9.01212e-09,1.20269e-07,2.45075e-11,4.01809e-07,6.81666e-08,1.06002e-06,1.99357e-12,1.89016e-07,2.80982e-07,6.13e-06,3.78312e-19,2.85114e-12,4.69997e-07,0.00049953
0.457986,0.0308527,0.0296393,0.0253497,0.0216201,2.66079e-10,4.60598e-07,9.13585e-09,1.20266e-07,2.44502e-11,4.00869e-07,6.91063e-08,1.06002e-06,1.9668e-12,1.86478e-07,2.8352e-07,6.13e-06,3.73295e-19,2.85114e-12,4.69997e-07,0.00049953
0.464673,0.0308501,0.0296205,0.0252996,0.0216201,2.6385e-10,4.60477e-07,9.25955e-09,1.20264e-07,2.4393e-11,3.99932e-07,7.00437e-08,1.06002e-06,1.94039e-12,1.83974e-07,2.86025e-07,6.13e-06,3.46827e-19,2.85114e-12,4.69997e-07,0.00049953
0.47136,0.0308475,0.0296018,0.0252502,0.0216201,2.61874e-10,4.60355e-07,9.38321e-09,1.20262e-07,2.43359e-11,3.98997e-07,7.09789e-08,1.06002e-06,1.91433e-12,1.81503e-07,2.88495e-07,6.13e-06,3.66118e-19,2.85114e-12,4.69997e-07,0.00049953
0.478046,0.030845,0.0295832,0.0252015,0.0216201,2.60123e-10,4.60233e-07,9.50683e-09,1.2026e-07,2.4279e-11,3.98064e-07,7.1912e-08,1.06002e-06,1.88862e-12,1.79066e-07,2.90932e-07,6.13e-06,4.2347e-19,2.85114e-12,4.69997e-07,0.00049953
0.484733,0.0308424,0.0295645,0.0251534,0.0216201,2.5857e-10,4.60111e-07,9.63042e-09,1.20259e-07,2.42223e-11,3.97133e-07,7.28428e-08,1.06002e-06,1.86326e-12,1.76661e-07,2.93337e-07,6.13e-06,3.51474e-19,2.85114e-12,4.69997e-07,0.00049953
0.492383,0.0308395,0.0295433,0.0250991,0.0216201,2.57006e-10,4.59971e-07,9.77178e-09,1.20257e-07,2.41575e-11,3.96071e-07,7.39052e-08,1.06002e-06,1.83467e-12,1.7395e-07,2.96048e-07,6.13e-06,2.87996e-19,2.85114e-12,4.69997e-07,0.00049953
0.500034,0.0308366,0.0295221,0.0250457,0.0216201,2.55641e-10,4.59831e-07,9.91309e-09,1.20256e-07,2.40929e-11,3.95011e-07,7.49647e-08,1.06002e-06,1.80651e-12,1.7128e-07,2.98718e-07,6.13e-06,4.5427e-19,2.85114e-12,4.69997e-07,0.00049953
0.507684,0.0308337,0.029501,0.0249932,0.0216201,2.54447e-10,4.59691e-07,1.00544e-08,1.20254e-07,2.40284e-11,3.93955e-07,7.60213e-08,1.06002e-06,1.77878e-12,1.68652e-07,3.01347e-07,6.13e-06,4.27032e-19,2.85114e-12,4.69997e-07,0.00049953
0.515335,0.0308308,0.0294799,0.0249414,0.0216201,2.53402e-10,4.59551e-07,1.01956e-08,1.20253e-07,2.39641e-11,3.92901e-07,7.70751e-08,1.06002e-06,1.75149e-12,1.66063e-07,3.03935e-07,6.13e-06,1.70435e-19,2.85114e-12,4.69997e-07,0.00049953
0.522985,0.0308279,0.0294589,0.0248904,0.0216201,2.52487e-10,4.59411e-07,1.03368e-08,1.20252e-07,2.39001e-11,3.9185e-07,7.81261e-08,1.06002e-06,1.72461e-12,1.63515e-07,3.06483e-07,6.13e-06,4.37065e-19,2.85114e-12,4.69997e-07,0.00049953
0.530636,0.030825,0.0294379,0.0248402,0.0216201,2.51683e-10,4.5927e-07,1.04779e-08,1.20252e-07,2.38361e-11,3.90802e-07,7.91742e-08,1.06002e-06,1.69814e-12,1.61005e-07,3.08993e-07,6.13e-06,6.48722e-19,2.85114e-12,4.69997e-07,0.00049953
0.536867,0.0308227,0.0294209,0.0247999,0.0216201,2.51101e-10,4.59156e-07,1.05928e-08,1.20251e-07,2.37842e-11,3.8995e-07,8.00259e-08,1.06002e-06,1.67688e-12,1.5899e-07,3.11008e-07,6.13e-06,-2.21037e-19,2.85114e-12,4.69997e-07,0.00049953
0.543098,0.0308204,0.0294039,0.0247601,0.0216201,2.50575e-10,4.59042e-07,1.07077e-08,1.20251e-07,2.37324e-11,3.89101e-07,8.08757e-08,1.06002e-06,1.65589e-12,1.57e-07,3.12998e-07,6.13e-06,-2.65018e-19,2.85114e-12,4.69997e-07,0.00049953
0.544038,0.03082,0.0294013,0.0247542,0.0216201,2.50501e-10,4.59024e-07,1.0725e-08,1.20251e-07,2.37246e-11,3.88973e-07,8.10036e-08,1.06002e-06,1.65275e-12,1.56702e-07,3.13296e-07,6.13e-06,3.55255e-19,2.85114e-12,4.69997e-07,0.00049953
0.544978,0.0308197,0.0293987,0.0247482,0.0216201,2.50427e-10,4.59007e-07,1.07423e-08,1.2025e-07,2.37168e-11,3.88845e-07,8.11316e-08,1.06002e-06,1.64962e-12,1.56405e-07,3.13594e-07,6.13e-06,3.80601e-19,2.85114e-12,4.69997e-07,0.00049953
0.545139,0.0308196,0.0293983,0.0247472,0.0216201,2.50415e-10,4.59004e-07,1.07453e-08,1.2025e-07,2.37154e-11,3.88823e-07,8.11535e-08,1.06002e-06,1.64908e-12,1.56354e-07,3.13644e-07,6.13e-06,3.61485e-19,2.85114e-12,4.69997e-07,0.00049953
0.5453,0.0308196,0.0293979,0.0247462,0.0216201,2.50402e-10,4.59001e-07,1.07483e-08,1.2025e-07,2.37141e-11,3.88801e-07,8.11755e-08,1.06002e-06,1.64854e-12,1.56303e-07,3.13695e-07,6.13e-06,3.68543e-19,2.85114e-12,4.69997e-07,0.00049953
0.545461,0.0308195,0.0293974,0.0247452,0.0216201,2.5039e-10,4.58998e-07,1.07512e-08,1.2025e-07,2.37127e-11,3.88779e-07,8.11974e-08,1.06002e-06,1.648e-12,1.56252e-07,3.13746e-07,6.13e-06,3.69295e-19,2.85114e-12,4.69997e-07,0.00049953
0.545622,0.0308194,0.029397,0.0247442,0.0216201,2.50378e-10,4.58995e-07,1.07542e-08,1.2025e-07,2.37114e-11,3.88757e-07,8.12193e-08,1.06002e-06,1.64747e-12,1.56201e-07,3.13797e-07,6.13e-06,3.68268e-19,2.85114e-12,4.69997e-07,0.00049953
0.545945,0.0308193,0.0293961,0.0247421,0.0216201,2.50353e-10,4.58989e-07,1.07602e-08,1.2025e-07,2.37087e-11,3.88713e-07,8.12632e-08,1.06002e-06,1.64639e-12,1.56099e-07,3.13899e-07,6.13e-06,3.68118e-19,2.85114e-12,4.69997e-07,0.00049953
0.546267,0.0308192,0.0293952,0.0247401,0.0216201,2.50328e-10,4.58984e-07,1.07661e-08,1.2025e-07,2.3706e-11,3.88669e-07,8.13071e-08,1.06002e-06,1.64532e-12,1.55998e-07,3.14001e-07,6.13e-06,3.68226e-19,2.85114e-12,4.69997e-07,0.00049953
0.546589,0.0308191,0.0293944,0.024738,0.0216201,2.50304e-10,4.58978e-07,1.0772e-08,1.2025e-07,2.37034e-11,3.88625e-07,8.13509e-08,1.06002e-06,1.64425e-12,1.55896e-07,3.14102e-07,6.13e-06,3.68237e-19,2.85114e-12,4.69997e-07,0.00049953
0.549319,0.0308181,0.0293869,0.0247209,0.0216201,2.50102e-10,4.58928e-07,1.08224e-08,1.2025e-07,2.36807e-11,3.88254e-07,8.17222e-08,1.06002e-06,1.6352e-12,1.55038e-07,3.1496e-07,6.13e-06,3.68242e-19,2.85114e-12,4.69997e-07,0.00049953
0.552049,0.030817,0.0293795,0.0247038,0.0216201,2.49909e-10,4.58877e-07,1.08727e-08,1.2025e-07,2.36581e-11,3.87883e-07,8.20931e-08,1.06002e-06,1.6262e-12,1.54185e-07,3.15813e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.554779,0.030816,0.0293721,0.0246869,0.0216201,2.49724e-10,4.58827e-07,1.0923e-08,1.2025e-07,2.36355e-11,3.87513e-07,8.24636e-08,1.06002e-06,1.61725e-12,1.53337e-07,3.16662e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.559055,0.0308144,0.0293605,0.0246605,0.0216201,2.4945e-10,4.58749e-07,1.10018e-08,1.20249e-07,2.36002e-11,3.86933e-07,8.30433e-08,1.06002e-06,1.60334e-12,1.52017e-07,3.17981e-07,6.13e-06,3.68237e-19,2.85114e-12,4.69997e-07,0.00049953
0.563331,0.0308128,0.0293489,0.0246343,0.0216201,2.49194e-10,4.5867e-07,1.10805e-08,1.20249e-07,2.35649e-11,3.86354e-07,8.36221e-08,1.06002e-06,1.58954e-12,1.50709e-07,3.1929e-07,6.13e-06,3.68221e-19,2.85114e-12,4.69997e-07,0.00049953
0.567607,0.0308113,0.0293374,0.0246084,0.0216201,2.48954e-10,4.58592e-07,1.11593e-08,1.20249e-07,2.35296e-11,3.85776e-07,8.42001e-08,1.06002e-06,1.57586e-12,1.49412e-07,3.20587e-07,6.13e-06,3.68251e-19,2.85114e-12,4.69997e-07,0.00049953
0.571884,0.0308097,0.0293258,0.0245826,0.0216201,2.4873e-10,4.58513e-07,1.1238e-08,1.20249e-07,2.34944e-11,3.85199e-07,8.47772e-08,1.06002e-06,1.5623e-12,1.48126e-07,3.21873e-07,6.13e-06,3.68191e-19,2.85114e-12,4.69997e-07,0.00049953
0.577119,0.0308077,0.0293117,0.0245515,0.0216201,2.48474e-10,4.58417e-07,1.13344e-08,1.20248e-07,2.34514e-11,3.84494e-07,8.54825e-08,1.06002e-06,1.54585e-12,1.46567e-07,3.23432e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.582354,0.0308058,0.0292976,0.0245206,0.0216201,2.48237e-10,4.58321e-07,1.14308e-08,1.20248e-07,2.34085e-11,3.8379e-07,8.61866e-08,1.06002e-06,1.52958e-12,1.45024e-07,3.24974e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.587589,0.0308038,0.0292836,0.0244901,0.0216201,2.48017e-10,4.58225e-07,1.15271e-08,1.20248e-07,2.33656e-11,3.83087e-07,8.68893e-08,1.06002e-06,1.51348e-12,1.43498e-07,3.26501e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.592825,0.0308019,0.0292695,0.0244599,0.0216201,2.47813e-10,4.58129e-07,1.16234e-08,1.20248e-07,2.33228e-11,3.82386e-07,8.75908e-08,1.06002e-06,1.49755e-12,1.41987e-07,3.28011e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.602017,0.0307985,0.029245,0.0244076,0.0216201,2.47489e-10,4.5796e-07,1.17925e-08,1.20247e-07,2.32479e-11,3.81157e-07,8.88193e-08,1.06002e-06,1.46999e-12,1.39374e-07,3.30625e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
0.611209,0.0307951,0.0292205,0.0243563,0.0216201,2.47201e-10,4.57791e-07,1.19615e-08,1.20247e-07,2.31732e-11,3.79933e-07,9.00438e-08,1.06002e-06,1.44293e-12,1.36809e-07,3.3319e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
